,titre,budget,recette,duree,realisateur,casting,compagnies_production,suite,Comedy,Drama,Horror,Thriller,Action,Adventure,Science Fiction,Fantasy,Family,Crime,Romance,Animation,Mystery,War,Music,Western,History,Documentary,TV Movie,benefice global,saison,casting_score_sum,casting_score_mean,casting_score_med,casting_score_min,casting_score_max,director_score_sum,director_score_mean,director_score_med,director_score_min,director_score_max,compagnies_score_sum,compagnies_score_mean,compagnies_score_med,compagnies_score_min,compagnies_score_max
26,Stay Alive,9000000,27105095,85,['William Brent Bell'],"['Jon Foster', 'Samaire Armstrong', 'Frankie Muniz', 'Sophia Bush', 'Jimmi Simpson', 'Adam Goldberg', 'Wendell Pierce', 'Milo Ventimiglia', 'Billy Slaughter', 'Nicole Oppermann', 'April Wood', 'Monica Monica', 'Rio Hackford', 'Billy Louviere', 'J. Richey Nash', 'Maria Kalinina', 'Lauren Lorbeck', 'Veronica Mosgrove', 'Rick Green', 'James Haven']","['Spyglass Entertainment', 'Hollywood Pictures', 'Wonderland Sound and Vision']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.1677222222222,0,13,0.65,0,0,12,2,2.0,2,2,2,14,4.666666666666667,4,1,9
27,Blood and Chocolate,15000000,6340723,98,['Katja von Garnier'],"['Agnes Bruckner', 'Hugh Dancy', 'Katja Riemann', 'Olivier Martinez', 'Bryan Dick', 'Chris Geere', 'Jack Wilson', 'Vitalie Ursu', 'Tom Harper', 'Bogdan Voda', 'Kata Dobó', 'Rodica Mandache', 'Sandu Mihai Gruia', 'Helga Racz', 'Lia Bugnar', 'Sofia Vladu', 'Mihai Călin', 'David Finti', 'Anatole Taubman', 'John Kerr', 'Maria Dinulescu', 'Raluca Aprodu', 'Simona Cuciurianu', 'Jasmin Tabatabai', 'Samela A. Beasom', 'Susan Judy', 'Christen Herman']","['Metro-Goldwyn-Mayer', 'Lakeshore Entertainment', 'Daniel Bobker Productions', 'Berrick Filmproduktion', 'Blood & Chocolate Productions Ltd']",1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-57.72851333333333,3,0,0.0,0,0,0,0,0.0,0,0,0,32,6.4,0,0,28
28,A Sound of Thunder,80000000,11665465,101,['Peter Hyams'],"['Heike Makatsch', 'Armin Rohde', 'David Oyelowo', 'Wilfried Hochholdinger', 'Edward Burns', 'Jemima Rooper', 'Ben Kingsley', 'August Zirner', 'Catherine McCormack', 'Alvin Van Der Kuech', 'William Armstrong', 'Corey Johnson', 'Andrew Blanchard', 'Scott Bellefeville', 'Nikita Lespinasse', 'Sai-Kit Yung', 'Ho Hon Chou', 'Anezka Novak', 'Antonín Hausknecht']","['Epsilon Motion Pictures', 'Franchise Pictures', 'Baldwin Entertainment Group', 'Dante Entertainment', 'Crusader Entertainment', 'ETIC Films', 'Forge', 'QI Quality International GmbH Co. KG', 'ApolloMedia', 'Coco', 'Film 111', 'Jericho Productions Ltd.', 'MFF (Sound of Thunder)', 'Matrix Film Finance', 'Scenario Lane Productions']",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-85.41816875,0,30,1.5789473684210529,0,0,23,5,5.0,5,5,5,37,2.466666666666667,0,0,34
29,The Return,15000000,11992014,85,['Asif Kapadia'],"['Sarah Michelle Gellar', ""Peter O'Brien"", 'Adam Scott', 'Kate Beahan', 'Sam Shepard', 'J. C. MacKenzie', 'Wally Welch', 'Brad Leland', 'Darrian McClanahan', 'Erinn Allison', 'Robert Wilson', 'Frank Ertl', 'Brent Smiga', 'Angela Rawna', 'Bonnie Gallup', 'Peyton Hayslip', 'Ben Hamby', 'Erica Jones', 'Glori Renee Euwer']","['Rogue Pictures', 'Intrepid Pictures', 'Biscayne Pictures', 'Raygun Productions', 'Rosey Film Productions']",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.05324,2,8,0.4210526315789473,0,0,6,0,0.0,0,0,0,6,1.2,1,0,3
30,13 Going on 30,37000000,96455697,98,['Gary Winick'],"['Jennifer Garner', 'Mark Ruffalo', 'Judy Greer', 'Andy Serkis', 'Christa B. Allen', 'Sean Marquette', 'Alexandra Kyle', 'Kathy Baker', 'Phil Reeves', 'Lynn Collins', 'Sam Ball', 'Susan Egan', 'Marcia DeBonis', 'Kiersten Warren', 'Scout Taylor-Compton', 'Jim Gaffigan', 'Alex Black', 'Ashley Benson', 'Brie Larson', 'Brittany Curran', 'Renee Olstead', 'Kayla Hickson', 'Nick Olig', 'Steven Strozza', 'Maz Jobrani', 'Joe Grifasi', 'Mary Pat Gleason', 'Megan Lusk', 'Julia Roth', 'Sarah Loew', 'Philip Pavel', 'Robinne Lee', 'Benita Krista Nall', 'Catherine Combs', 'Gia Mantegna', 'Sydni Beaudoin', 'George Hine', 'Irena Violette', 'Ian Barford', 'Sara Swain', 'Corena Chase', 'Nadine Ellis', 'Adrian Armas', 'Carmit Bachar', 'Tyce Diorio', 'Stacey Harper', 'Brandon Henschel', 'Kadee Sweeney', 'Kimberly Wyatt', ""Nancy O'Meara"", 'Tara Battani', 'Nicole Abisinio']","['Columbia Pictures', 'Revolution Studios', 'Thirteen Productions']",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,160.691072972973,0,171,3.2884615384615383,0,0,67,3,3.0,3,3,3,100,33.333333333333336,6,0,94
31,Cypher,7500000,898365,95,['Vincenzo Natali'],"['Jeremy Northam', 'Lucy Liu', 'Nigel Bennett', 'Timothy Webber', 'David Hewlett', 'Kari Matchett', 'Kristina Nicoll', 'Joseph Scoren', 'Stephen Brown', 'Arnold Pinnock', 'Jocelyn Snowdon', 'Boyd Banks', 'Dan Duran', 'Valerie Buhagiar', 'Roberta Angelica', 'George Santino', 'Nelson Tynes', 'Denis Akiyama', 'Vickie Papavs', 'Murray Furrow', 'Scott McLaren', 'David Bolt', 'Len Carlson', 'Les Porter', 'Bruce McFee', 'Judy Sinclair', 'Shanly Trinidad', 'Anne Marie Scheffler', ""Mike O'Shea"", 'Andrew Moodie', 'Malcolm Xerxes', 'Matthew Sharp', 'Peter Mensah', 'David Bryant', 'Alec Stockwell', 'Matt Cooke', 'Marcus Hutchings', 'Sevaan Franks']","['Miramax', 'Pandora Cinema']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-88.0218,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
32,Stuart Little,133000000,300135367,84,['Rob Minkoff'],"['Michael J. Fox', 'Chazz Palminteri', 'Nathan Lane', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki', 'David Alan Grier', 'Steve Zahn', 'Jim Doughan', 'Bruno Kirby', 'Jennifer Tilly', 'Stan Freberg', 'Jeffrey Jones', 'Connie Ray', 'Allyce Beasley', 'Brian Doyle-Murray', 'Estelle Getty', 'Harold Gould', ""Patrick Thomas O'Brien"", 'Julia Sweeney', 'Dabney Coleman', 'Miles Marsico', 'Jon Polito', 'Joe Bays', 'Taylor Negron', 'Kimmy Robertson', 'Tannis Benedict']","['Columbia Pictures', 'Global Medien KG', 'Red Wagon Entertainment', 'Franklin/Waterman Productions']",1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,125.6656894736842,2,28,1.037037037037037,0,0,13,19,19.0,19,19,19,96,24.0,1,0,94
33,Milk,20000000,54589558,128,['Gus Van Sant'],"['Sean Penn', 'Emile Hirsch', 'Josh Brolin', 'Diego Luna', 'James Franco', 'Alison Pill', 'Victor Garber', ""Denis O'Hare"", 'Joseph Cross', 'Stephen Spinella', 'Boyd Holbrook', 'Lucas Grabeel', 'Jeff Koons', 'Brent Corrigan', 'Dave Franco', 'Elias McConnell', 'Ashlee Temple', 'Kelvin Yu', 'Cleve Jones', 'Joshua Grannell', 'Blake Cooper Griffin', 'Tim Halpin', 'Richard Gross', 'Ryan Hellquist', 'John Lobato', 'Anita Bryant', 'Walter Cronkite', 'Jerry Brown', 'Ronald Reagan', 'Harvey Milk', 'Dan White']","['Jinks/Cohen Company', 'Groundswell Productions']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172.94779,2,95,3.064516129032258,0,0,52,4,4.0,4,4,4,0,0.0,0,0,0
34,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,113,['Michael Apted'],"['Ben Barnes', 'Skandar Keynes', 'Georgie Henley', 'Will Poulter', 'Anna Popplewell', 'William Moseley', 'Simon Pegg', 'Liam Neeson', 'Tilda Swinton', 'Laura Brent', 'Gary Sweet', 'Terry Norris', 'Bruce Spence', 'Bille Brown', 'Colin Moody', 'Shane Rangi', 'Arthur Angel', 'Arabella Morton', 'Rachel Blakely', 'Steven Rooke', 'Tony Nixon', 'David Vallon', 'Jared Robinsen', 'Roy Billing', 'Neil G. Young', 'Greg Poppleton', 'Nicholas Neild', 'Nathaniel Parker', 'Daniel Poole', 'Mirko Grillini', 'Ron Kelly', 'Laurence Coy', 'Michael Maguire', 'Catarina Hebbard', 'Tamati Rangi', 'Lucas Ross', 'Megan Peta Hill', 'David Sachet', 'Ross Price']","['Fox 2000 Pictures', 'Walden Media']",3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,168.18465612903225,2,134,3.435897435897436,0,0,45,10,10.0,10,10,10,20,10.0,10,8,12
35,The Forgotten,42000000,117592831,91,['Joseph Ruben'],"['Julianne Moore', 'Dominic West', 'Gary Sinise', 'Anthony Edwards', 'Alfre Woodard', 'Linus Roache', 'Robert Wisdom', 'Jessica Hecht', 'Christopher Kovaleski', 'Matthew Pleszewicz', 'Katie Cooper', 'Scott Nicholson', 'P.J. Morrison', 'Tim Kang', 'Kathryn Faughnan', 'Felix Solis', 'Susan Misner', 'Lee Tergesen', 'Ken Abraham', 'J. Tucker Smith', 'Ann Dowd', 'Brielle Barbusca', 'Dono Cunningham', 'Kathrina Miccio', 'Frank Stellato', 'Zoë Raye']","['Revolution Studios', 'Jinks/Cohen Company', 'Visual Arts Entertainment']",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,179.98293095238097,2,23,0.8846153846153846,0,0,11,4,4.0,4,4,4,8,2.6666666666666665,2,0,6
36,Bad Santa,23000000,76488889,92,['Terry Zwigoff'],"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly', 'Bernie Mac', 'John Ritter', 'Lauren Graham', 'Lauren Tom', 'Octavia Spencer', 'Cloris Leachman', 'Lorna Scott', 'Billy Gardell', 'Alex Borstein', 'Curtis Taylor', 'Ajay Naidu', 'Harrison Bieker', 'Dylan Charles', 'Alexandra Korhan', 'Lisa Ross', 'Matt Walsh', 'Bryan Callen', 'Tom McGowan', 'Grace Calderon', 'Christine Pichardo', 'Bucky Dominick', 'Georgia Eskew', 'Hayden Bromberg', 'Max Van Ville', 'Briana Norton', 'Hallie Singleton', 'Ryan Pinkston', 'Natsuko Ohama', 'Dave Adams', 'Ethan Phillips', 'Joey Saravia', 'Cody Strauch', 'Marshall Dvorin', 'John Bunnell']","['Columbia Pictures', 'Dimension Films', 'Triptych Pictures']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,232.5603869565217,2,20,0.5405405405405406,0,0,7,0,0.0,0,0,0,97,32.333333333333336,3,0,94
37,Smoke,7000000,8349430,112,['Wayne Wang'],"['Harvey Keitel', 'William Hurt', 'Stockard Channing', 'Harold Perrineau', 'Forest Whitaker', 'Giancarlo Esposito', 'José Zúñiga', 'Stephen Gevedon', 'Jared Harris', 'Ashley Judd', 'Victor Argo', 'Michelle Hurst', 'Erica Gimpel', ""Deirdre O'Connell"", 'Malik Yoba', 'Murray Moston', 'Mary B. Ward']",['Miramax'],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.277571428571427,0,35,2.0588235294117645,0,0,14,3,3.0,3,3,3,0,0.0,0,0,0
38,Dumb and Dumberer: When Harry Met Lloyd,19000000,39267515,85,['Troy Miller'],"['Derek Richardson', 'Eric Christian Olsen', 'Mimi Rogers', 'Luis Guzmán', 'Rachel Nichols', 'Eugene Levy', 'Teal Redmann', 'Shia LaBeouf', 'Lin Shaye', 'Elden Henson', 'William Lee Scott', 'Michelle Krusiec', 'Dana Gould', 'Brian Posehn', 'Jeff Cesario', 'Cheri Oteri', 'Bob Saget', 'Timothy Stack', 'Wayne Federman', 'Lucas Gregory', 'Holly Towne', 'Josh Braaten', 'Julia Duffy', 'Kevin Centazzo', 'Tess Brewer', 'Jill Talley', 'Aaron Kaplan', 'Stacey Hill', 'Nathan Wright', 'Roger Eschbacher', 'Julie Costello', 'Shawnie Costello']",['New Line Cinema'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.67113157894735,0,40,1.25,0,0,30,0,0.0,0,0,0,36,36.0,36,36,36
39,Sphere,80000000,37020277,134,['Barry Levinson'],"['Dustin Hoffman', 'Sharon Stone', 'Samuel L. Jackson', 'Peter Coyote', 'Liev Schreiber', 'Queen Latifah', 'Marga Gómez', 'Huey Lewis', 'Bernard Hocke', 'James Pickens Jr.', 'Michael Keys Hall', 'Ralph Tabakin']","['Warner Bros. Pictures', 'Punch Productions', 'Baltimore Pictures', 'Constant c Productions']",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-53.72465375,3,143,11.916666666666666,0,0,98,12,12.0,12,12,12,14,3.5,0,0,14
40,Mickey Blue Eyes,75000000,54264342,102,['Kelly Makin'],"['Hugh Grant', 'James Caan', 'Jeanne Tripplehorn', 'Burt Young', 'James Fox', 'Joe Viterelli', 'Gerry Becker', 'Maddie Corman', 'Tony Darrow', 'Paul Lazar', 'Vincent Pastore', 'Lorri Bagley', 'Scott Thompson', 'John Ventimiglia', 'Frank Pellegrino', 'Marsha Dietlein', 'John Di Benedetto', 'Mark Margolis', 'Joseph R. Gannascoli', 'Frank Senger', 'Lori Tan Chinn', 'John DiResta', 'Melissa Marsala', 'Margaret Devine', 'Beatrice Winde', 'Helen Lloyd Breed', 'Carmine Parisi', 'Sybil Lines', 'Alexis Brentani', 'Felicia Scarangello', 'Rocco Musacchia', 'Bruno Gunn', 'Richard Topol', 'Steve Mellor', 'Ephraim Benton', 'Ed Wheeler', 'Aida Turturro', 'Tony Sirico', 'Brian Davies', 'Joseph Rigano', 'Michael Kennealy', 'Leonardo Sessa', 'Andy Redmond', 'Chris McGinn', 'David McConeghey', 'Stephen Dym', 'Shelagh Ratner', 'Tom King', 'Kevin Kean Murphy', 'Sara Colton', 'Barbara Christie', 'Denise George', 'Lisa Lang', ""Richard D'Alessandro""]","['Castle Rock Entertainment', 'Warner Bros. Pictures', 'PolyGram Filmed Entertainment', 'Simian Films']",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-27.647544000000003,1,38,0.7037037037037037,0,0,22,0,0.0,0,0,0,7,1.75,0,0,6
41,U Turn,19000000,6682098,125,['Oliver Stone'],"['Sean Penn', 'Nick Nolte', 'Jennifer Lopez', 'Joaquin Phoenix', 'Claire Danes', 'Powers Boothe', 'Billy Bob Thornton', 'Jon Voight', 'Abraham Benrubi', 'Aida Linares', 'Sean Stone', 'Ilia Volok', 'Brent Briscoe', 'Bo Hopkins', 'Julie Hagerty', 'Annie Tien', 'Sheri Foster', 'Laurie Metcalf', 'Liv Tyler', 'Valeriy Nikolaev']","['Illusion Entertainment Group', 'Phoenix Pictures', 'Clyde Is Hungry Films', 'Canal+ Droits Audiovisuels']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.83106315789475,2,60,3.0,0,0,13,12,12.0,12,12,12,3,0.75,0,0,3
42,The Rundown,85000000,80916492,104,['Peter Berg'],"['Dwayne Johnson', 'Seann William Scott', 'Rosario Dawson', 'Christopher Walken', 'Ewen Bremner', 'Jon Gries', 'William Lucking', 'Ernie Reyes Jr.', 'Dennis Keiffer', 'Stephen Bishop', 'Chuck Norman', 'Jamal Duff', 'John Duff', 'Jeff Chase', 'Price Jackson', 'Anthony Diaz-Perez', 'Todd Stashwick', 'Marcio Moraes', 'Tony Lima', 'James K. Miranda', 'David Prak', 'Ron Cummings', 'Bruno Serrano', 'Donald R. Jankiewicz', 'Pat Jankiewicz', 'Filipe Teixeira', 'Alberto Teixeira', 'Adriano Paulo', 'Reginaldo Santana', 'Mary Joy', 'Arnold Schwarzenegger', 'Brandon Molale', 'Nina Kaczorowski', 'Sven-Ole Thorsen']","['Columbia Pictures', 'Universal Pictures', 'Strike Entertainment', 'WWE Studios', 'Misher Films', 'IM3 Entertainment']",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.804127058823529,2,122,3.588235294117647,0,0,69,14,14.0,14,14,14,224,37.333333333333336,15,0,99
43,Waking Ned,3000000,43515982,91,['Kirk Jones'],"['Ian Bannen', 'David Kelly', 'Fionnula Flanagan', 'Susan Lynch', 'Brendan Dempsey', 'James Nesbitt', 'Paul Vaughan', ""Maura O'Malley"", 'Robert Hickey', 'Paddy Ward', 'James Ryland', 'Fintan McKeown', 'Eileen Dromey', 'Kitty Fitzgerald', 'Dermot Kerrigan', 'Jimmy Keogh', 'Matthew Devitt', 'Rennie Campbell', 'Eamonn Doyle', 'Raymond MacCormac', 'Larry Randall', 'Jim Ashford', 'Lewis Charles Barham', 'Colin Bendall', 'Dodo Bickerdike', 'Joy Birnie', 'James Bishop', 'Peter Bradford', 'Steven Burke', 'Derick Bussey', 'Norman Cain', 'Margaret Cain', 'Peter Carroll', 'Barbara Clague', 'Pam Courtenay Smith', 'Edwina Crebbin', 'Jill Cruddace', 'Ted Cruddace', 'Heather Dawes', 'George Egee', 'Jill Foster', 'Susan Hidson', 'Margaret Horsfield', 'John Kaighin', 'Una King', 'Anne Lace', 'Shirley Lewney', 'Alix Morrey', ""Pat O'Donohue"", 'Ged Pearce', 'Stella Pixton', 'Joyce Pullin', 'Charlie Read', 'Thomas Reeder', 'Adrian Robinson']","['Canal+', 'Tomboy Films']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.5327333333337,1,0,0.0,0,0,0,3,3.0,3,3,3,0,0.0,0,0,0
44,The Lawnmower Man,10000000,32100816,108,['Brett Leonard'],"['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright', 'Mark Bringelson', 'Geoffrey Lewis', 'Jeremy Slate', 'Dean Norris', 'Colleen Coffey', 'Troy Evans', ""Austin O'Brien"", 'John Laughlin', 'Stephen Gregory Foster', 'Rosalee Mayeux', 'Doug Hutchison']","['New Line Cinema', 'Allied Vision']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221.00816,3,25,1.7857142857142858,0,0,24,1,1.0,1,1,1,36,18.0,18,0,36
45,The Russia House,21800000,22997992,118,['Fred Schepisi'],"['Sean Connery', 'Michelle Pfeiffer', 'Roy Scheider', 'James Fox', 'John Mahoney', 'Michael Kitchen', 'J.T. Walsh', 'David Threlfall', 'Klaus Maria Brandauer', 'Nicholas Woodeson', 'Martin Clunes', 'Ian McNeice', 'Colin Stinton', 'Charlotte Cornwell', 'David Ryall', 'Denys Hawthorne', 'Kate Lock', 'Simon Templeman', 'Jason Salkey', 'Nikolay Dik', 'Mac McDonald', 'George Roth', 'Peter Marinker', 'Ellen Hurst', 'Peter Knupffer', 'Nikolai Pastukhov', 'Eric Anzumonyln', 'Daniel Woźniak', 'Giorgi Anjaparidze', 'Vladek Nikiforov', 'Christopher Lawford', 'Mark LaMura', 'Blu Mankuma', 'Tuck Milligan', 'Jay Benedict', 'David Timson', 'Yelena Stroyeva', 'Fyodor Smirnov', 'Pavel Sirotin', 'Paul Jutkevitch', 'David Henry', 'Martin Wenner', 'Paul Rattee', 'Gina Nikiforov', 'Raisa Ryazanova', 'Craig Crosbie', 'Keith Edwards', 'Michael Fitzpatrick', 'Rob Freeman', 'Gennady Venov', 'Sasha Yatsko', 'Vladimir Zunetov', 'Jack Raymond', 'Alexei Jawdokimov', 'Constantine Gregory', 'Sergey Reusenko', 'Yegueshe Tsturvan', 'Jonathan Reason', 'Aleksandr Yatsko', 'Vladimir Kuznetsov']","['Metro-Goldwyn-Mayer', 'Pathé Entertainment', 'Star Partners III Ltd.']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.495376146788991,3,71,1.1833333333333331,0,0,24,1,1.0,1,1,1,48,16.0,20,0,28
46,Marked for Death,12000000,46044400,94,['Dwight H. Little'],"['Steven Seagal', 'Basil Wallace', 'Keith David', 'Tom Wright', 'Joanna Pacula', 'Elizabeth Gracen', 'Bette Ford', 'Danielle Harris', 'Al Israel', 'Arlen Dean Snyder', 'Victor Romero Evans', 'Tony DiBenedetto', 'Kevin Dunn', 'Danny Trejo', 'Elena Sahagun', 'Rita Verreos', 'Peter Jason', 'Tom Dugan', 'Earl Boen', 'Leslie Danon', 'Terri Ivens', 'Teri Weigel', 'Nicholas Celozzi', 'Mickie McGowan', 'Michael Ralph', 'Jeffrey Anderson-Gunter', 'Richard Delmonte', 'Joe Renteria', 'Gary Carlos Cervantes', 'Nick Corello', 'Grant Gelt', 'Justine Murphy', 'Stanley White', 'Matt Levin', 'Philip Tanzini', 'Dale Harimoto', 'Tracey Burch', 'Robert Ashiva Ganta Strickland', 'Noel L. Walcott III', 'Prince Ital Joe', 'Andria Martel', 'Debby Shively', ""Matt O'Toole"", 'Linus Huffman', 'Roger Romero Godbout', 'Harry John Leamy', 'John Endeveri', 'Christopher Allen Goss', 'Libert Steer', 'Philip Chen', 'Rock Deadrick', 'Einstein Brown', 'Éric Bernard', 'Haile Maskel', 'Jimmy Cliff']","['20th Century Fox', 'Steamroller Productions', 'Victor & Grais Productions']",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,283.7033333333333,2,12,0.2181818181818181,0,0,6,1,1.0,1,1,1,54,18.0,0,0,54
47,Frozen River,1000000,5457664,97,['Courtney Hunt'],"['Melissa Leo', 'Misty Upham', 'Charlie McDermott', 'John Canoe', 'Jay Klaitz', 'Dylan Carusona', 'James Reilly', ""Michael O'Keefe"", 'Mark Boone Junior', 'Betty Ouyang']","['Cohen Media Group', 'Harwood Hunt Productions']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.7664,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
48,He's Just Not That Into You,40000000,178866158,129,['Ken Kwapis'],"['Ginnifer Goodwin', 'Justin Long', 'Bradley Cooper', 'Scarlett Johansson', 'Jennifer Connelly', 'Jennifer Aniston', 'Ben Affleck', 'Drew Barrymore', 'Kevin Connolly', 'Kris Kristofferson', 'Sasha Alexander', 'Wilson Cruz', 'Hedy Burress', 'Leonardo Nam', 'Busy Philipps', 'Brooke Bloom', 'Luis Guzmán', 'Cory Hardrict', 'Natasha Leggero', ""Peter O'Meara"", 'Rod Keller', 'Brandon Keener', 'Rene Lopez', 'John Ross Bowie', 'Mike Beaver', 'Kai Lennox', 'Shane Edelman', 'Stephen Jared', 'Bill Brochtrup', 'Jason Roth', 'Corey Pearson', 'Googy Gress', 'Angela Shelton', 'Frances Callier', 'Morgan Lily', 'Trenton Rogers', 'Annie Ilonzeh', 'Zoe Jarman', 'Délé Ogundiran', 'Joan Blair', 'Michelle Carmichael', 'Jasmine Woods', 'Sabrina Revelle', 'Alia Rhiana Eckerman', 'Julia Pennington', 'Renee Scott', 'Chihiro Fujii', 'Claudia DiMartino', 'Carmen Gloria', 'Traycee King', 'Ali Afshar', 'Anna Bugarin', 'Nicole Steinwedell', 'Melanie Stephens', 'Sydney Stutterheim', 'Natalina Maggio', 'Tina Martin', 'Kim McVicar', 'Brittani Noel', 'Cristine Rose', 'Elizabeth Russo', 'Melissa Goodwin Shepherd', 'Alex Spencer', 'Carly Steel', 'Karmyn Tyler', 'Sandra Valladares', 'Derek Waters']","['New Line Cinema', 'Warner Bros. Pictures', 'Flower Films']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347.165395,3,264,3.9402985074626864,0,0,100,3,3.0,3,3,3,37,12.333333333333334,1,0,36
49,The Midnight Meat Train,15000000,3533227,98,['Ryûhei Kitamura'],"['Bradley Cooper', 'Vinnie Jones', 'Brooke Shields', 'Leslie Bibb', 'Roger Bart', 'Ted Raimi', 'Peter Jacobson', 'Barbara Eve Harris', 'Stephanie Mace', 'Tony Curran', 'Quinton Jackson']","['Lions Gate Films', 'Lakeshore Entertainment', 'GreeneStreet Films', 'Midnight Picture Show']",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-76.44515333333334,1,72,6.545454545454546,0,0,71,0,0.0,0,0,0,4,1.0,0,0,4
50,The Rocker,15000000,8762890,102,['Peter Cattaneo'],"['Rainn Wilson', 'Josh Gad', 'Christina Applegate', 'Emma Stone', 'Teddy Geiger', 'Jeff Garlin', 'Jane Lynch', 'Jason Sudeikis', 'Will Arnett', 'Howard Hesseman', 'Fred Armisen', 'Bradley Cooper', 'Lonny Ross', 'Jon Glaser', 'Jane Krakowski', 'Samantha Weinstein', 'Demetri Martin', 'Aziz Ansari', 'Ellie Knaus', 'Laura de Carteret', 'Steve Adams', 'Keir Gilchrist', 'Brittany Allen', 'Vik Sahay', 'Mark Forward', 'Jonathan Malen', 'Rebecca Northan', 'Simon Sinn', 'Ennis Esmer', 'Su-chin Pak', 'Nicole Arbour', 'Jon Cor', 'Talia Russo', 'Tanya Bevan', 'Wesley Morgan', 'Pete Best']",['Fox Atomic'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-41.58073333333333,1,157,4.361111111111111,0,0,71,2,2.0,2,2,2,0,0.0,0,0,0
51,The Sisterhood of the Traveling Pants 2,27000000,44352417,117,['Sanaa Hamri'],"['Amber Tamblyn', 'America Ferrera', 'Blake Lively', 'Alexis Bledel', 'Rachel Nichols', 'Tom Wisdom', 'Rachel Ticotin', 'Leonardo Nam', 'Michael Rady', 'Shohreh Aghdashloo', 'Blythe Danner', 'Jesse Williams', 'Lucy Hale', 'Maria Konstadarou', 'Ernie Lively', 'Stevie Ray Dallimore', 'Alison Folland', 'Zacharoula Klimatsaki', 'Paul Coughlan', 'Rebekah Aramini', 'Cory Nichols', 'Carly Rose Sonenclar', 'Adrienne Bailon-Houghton', 'Kiely Williams', 'Kyle MacLachlan', 'Harry L. Seddon', 'Victor Slezak', 'Marceline Hugot']","['Di Novi Pictures', 'Alcon Entertainment', 'Alloy Entertainment']",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2682111111111,1,21,0.75,0,0,8,0,0.0,0,0,0,65,21.666666666666668,32,1,32
